Fighter ID|Gender|Fighter Name|Wins|Loses|Draws|Avg.Time(in Mins)|Height|Weight|Reach|Stance|DOB|SLpM|Str.Acc.|SApM|Str. Def.|TD Avg.|TD Acc.|TD Def.|Sub. Avg.
5eedbf1e9601be35|male|Brock Larson|42|10|0|9.755555555555555|"5' 11"""|170 lbs.|"71"""|Southpaw|Aug 23, 1977|1.39|0.46|1.5|0.55|2.67|0.34|0.43|2.0
49efbdc6c9f650c4|male|Icho Larenas|6|5|0|11.983333333333334|"6' 3"""|235 lbs.|NaN|Orthodox|Mar 12, 1980|0.17|0.15|2.5|0.28|0.0|0.0|0.14|0.0
9450848a71d53776|male|Lorenz Larkin|18|6|0|10.831666666666667|"5' 11"""|170 lbs.|"72"""|Orthodox|Sep 03, 1986|3.53|0.46|2.74|0.63|0.27|0.42|0.79|0.1
cd2e5a390821fb48|male|TJ Laramie|12|4|0|0.8666666666666667|"5' 6"""|145 lbs.|"66"""|Orthodox|Oct 15, 1997|2.73|0.51|3.24|0.26|2.56|0.5|0.0|0.0
c03a5022f8439f2a|male|Chad Laprise|13|4|0|8.581666666666667|"5' 10"""|170 lbs.|"71"""|Orthodox|Jul 23, 1986|4.78|0.42|3.59|0.65|1.05|0.54|0.78|0.0
2eeaefbfc7f9fcff|female|Lina Lansberg|10|5|0|13.129166666666666|"5' 7"""|135 lbs.|"65"""|Orthodox|Mar 13, 1982|2.76|0.57|3.7|0.44|0.71|0.33|0.5|0.1
b8980dd7e8fc5976|male|Lionel Lanham|5|1|0|0.0|NaN|205 lbs.|NaN|NaN|Aug 31, 1980|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
f3a853544e4413c4|male|Anthony Lapsley|23|7|0|9.466666666666667|"5' 9"""|170 lbs.|NaN|Southpaw|Feb 13, 1980|0.53|0.34|0.58|0.66|0.0|0.0|0.2|0.0
09422812370fbdfe|male|Jeremy Lang|21|2|0|0.0|"5' 11"""|205 lbs.|NaN|Southpaw|May 11, 1975|1.13|0.5|1.41|0.42|4.22|0.6|0.0|4.2
583ee11abddfc581|female|Nate Landwehr|15|4|0|7.754166666666666|"5' 9"""|145 lbs.|"72"""|Orthodox|Jun 06, 1988|6.51|0.52|5.96|0.51|0.48|0.5|0.87|1.0
be9bdec19b7e9ffe|male|Austen Lane|2|1|0|0.0|"6' 6"""|245 lbs.|NaN|Orthodox|Nov 09, 1987|5.26|0.35|6.32|0.6|0.0|0.0|0.0|0.0
8b1ed83b02303075|male|Taylor Lapilus|11|2|0|12.858333333333334|"5' 6"""|135 lbs.|"73"""|Southpaw|Apr 08, 1992|3.77|0.45|2.0|0.61|0.58|0.4|0.81|0.6
7e062824c175f975|male|Jose Landi-Jons|29|16|0|0.0|"5' 11"""|170 lbs.|NaN|Orthodox|Sep 09, 1973|0.99|0.4|0.77|0.43|2.2|0.8|0.4|2.2
5be86bb2f78fef2f|male|Jason Lambert|26|13|0|5.56875|"6' 3"""|185 lbs.|"75"""|Orthodox|Jun 03, 1975|3.21|0.58|1.84|0.5|1.35|0.36|0.28|2.4
e62ce041bb7aeb1f|male|Sean Lally|7|3|0|0.0|"6' 0"""|170 lbs.|NaN|Orthodox|Nov 04, 1990|5.34|0.39|7.23|0.3|0.0|0.0|0.0|0.0
d73e856f150744b2|male|Aaron Lanfranco|5|1|0|0.0|NaN|155 lbs.|NaN|NaN|Aug 26, 1986|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3974fa35c917af1d|male|Ricardo Lamas|20|8|0|10.300980392156864|"5' 8"""|145 lbs.|"71"""|Orthodox|May 21, 1982|3.13|0.47|2.87|0.57|1.84|0.33|0.46|0.9
7d06092326c52528|male|Todd Lally|2|1|0|0.0|"5' 7"""|145 lbs.|NaN|Orthodox|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
c7e9d15cfce52f1d|male|Tim Lajcik|7|6|1|11.666666666666666|"6' 1"""|225 lbs.|NaN|Orthodox|Jun 21, 1965|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
f998f5c102250d6e|male|Yohan Lainesse|8|0|0|0.0|"6' 1"""|170 lbs.|"76"""|Orthodox|Aug 14, 1992|3.09|0.38|1.24|0.6|0.0|0.0|0.0|0.0
b40e65d71a8d4ce5|male|Ben Lagman|6|5|0|0.0|"6' 2"""|185 lbs.|NaN|NaN|Sep 04, 1986|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
e5ca2bc2451a5956|female|Tina Lahdemaki|5|1|0|15.0|"5' 2"""|115 lbs.|NaN|Orthodox|May 28, 1988|1.93|0.2|4.67|0.57|0.0|0.0|0.16|0.0
9f755fb04cc21499|male|Noad Lahat|11|2|0|9.508333333333333|"5' 9"""|145 lbs.|"69"""|Orthodox|Jun 08, 1984|2.79|0.46|1.47|0.63|2.37|0.26|0.16|2.4
4c7781da8c6cae93|male|Ryan LaFlare|14|3|0|14.783333333333331|"6' 1"""|170 lbs.|"74"""|Southpaw|Oct 01, 1983|2.89|0.4|1.86|0.63|2.13|0.44|0.58|0.2
eb84192d1a97f69e|male|Kemran Lachinov|3|2|0|0.0|NaN|170 lbs.|NaN|NaN|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
d4691518d012b9e7|female|Aspen Ladd|9|2|0|10.299999999999999|"5' 6"""|145 lbs.|"66"""|Orthodox|Mar 01, 1995|3.64|0.49|3.93|0.49|1.46|0.46|0.57|0.7
4fe1d105af549845|male|Jeremiah Labiano|11|5|0|0.0|"5' 10"""|135 lbs.|NaN|NaN|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
a8c9d16fe2a14d72|male|CM Punk|0|1|0|8.616666666666667|"6' 1"""|170 lbs.|"73"""|Orthodox|Oct 26, 1978|1.1|0.23|4.87|0.4|0.87|0.11|0.0|0.0
b3fb8d2293e17a59|male|Achmed Labasanov|7|4|0|0.0|"6' 3"""|215 lbs.|NaN|Orthodox|Apr 24, 1978|0.75|0.39|1.1|0.46|3.0|1.0|0.0|0.8
5108b169b5fe1f86|male|Josh LaBerge|11|6|0|0.0|"5' 10"""|145 lbs.|NaN|NaN|NaN|2.53|0.36|5.33|0.44|0.0|0.0|0.71|0.0
16867810070dc520|male|Josh Pulsifer|17|8|0|0.0|"5' 10"""|145 lbs.|NaN|NaN|Mar 16, 1983|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44260175069b6276|male|Jens Pulver|27|19|1|12.992592592592592|"5' 7"""|145 lbs.|"70"""|Southpaw|Dec 06, 1974|2.12|0.37|3.13|0.56|0.22|0.33|0.63|0.3
308279bd246c211f|male|Hugh Pulley|6|3|0|0.0|"6' 0"""|155 lbs.|NaN|NaN|NaN|4.47|0.63|3.27|0.57|4.0|0.66|0.69|0.0
6cf2352cdb3de59d|male|Bubba Pugh|3|3|0|0.0|"5' 10"""|185 lbs.|NaN|NaN|NaN|2.87|0.67|2.6|0.23|4.0|0.57|0.8|0.0
85d0fafb8b75d634|male|Juan Manuel Puig|11|4|0|1.325|"5' 9"""|145 lbs.|NaN|Orthodox|Apr 23, 1989|4.91|0.23|7.17|0.51|0.0|0.0|0.0|0.0
fdba548aff9763d9|male|Juan Puerta|23|6|0|0.0|"5' 9"""|125 lbs.|"71"""|Southpaw|Jan 20, 1988|1.27|0.39|1.27|0.67|1.0|1.0|0.0|0.0
d747eb273a40a920|male|Claudio Puelles|12|2|0|12.543333333333333|"5' 10"""|155 lbs.|"72"""|Southpaw|Apr 21, 1996|2.07|0.51|2.98|0.46|2.87|0.38|0.55|1.0
3cf66c62d9069f43|female|Lucie Pudilova|8|6|0|13.761904761904761|"5' 8"""|125 lbs.|"67"""|Orthodox|Jun 13, 1994|4.15|0.36|4.09|0.52|0.16|0.12|0.61|0.6
2a470ad41c22c25a|male|Cole Province|6|2|0|0.0|"5' 9"""|145 lbs.|"68"""|Orthodox|Jan 17, 1981|1.47|0.44|2.72|0.43|2.4|0.5|0.83|1.0
66e0a70352fef46a|male|Daniel Puder|8|0|0|0.0|"6' 3"""|235 lbs.|NaN|Orthodox|Oct 09, 1981|2.77|0.68|1.17|0.38|1.21|0.5|0.81|9.0
a36556bb1565e32d|male|Joe Proctor|11|5|0|8.177083333333334|"5' 10"""|155 lbs.|"72"""|Orthodox|Aug 10, 1985|3.39|0.36|3.93|0.59|0.0|0.0|0.7|1.8
46caf130099206cd|male|Brent Primus|8|0|0|0.0|"5' 10"""|155 lbs.|NaN|NaN|Apr 12, 1985|1.73|0.39|2.27|0.59|5.0|0.38|0.0|2.0
5114f1b5ad4cdf72|male|Shane Primm|5|5|0|8.45|"6' 3"""|205 lbs.|NaN|Orthodox|Jul 30, 1984|0.83|0.26|2.25|0.62|1.78|0.2|0.0|0.0
d8da10db80131bec|male|Niko Price|15|5|0|8.172619047619047|"6' 0"""|170 lbs.|"76"""|Orthodox|Sep 29, 1989|5.16|0.42|5.67|0.47|0.79|0.22|0.65|0.8
e99821959a840bb8|female|Lara Procopio|7|2|0|14.299999999999999|"5' 4"""|125 lbs.|"67"""|Orthodox|Nov 14, 1995|5.64|0.58|6.5|0.47|3.15|0.47|0.5|0.3
873626e5547b5235|female|Kyle Prepolec|12|7|0|15.0|"5' 10"""|170 lbs.|"70"""|Southpaw|Aug 30, 1989|3.2|0.34|4.7|0.54|0.0|0.0|0.4|0.0
009341ed974bad72|male|Jiri Prochazka|28|3|1|7.65|"6' 3"""|205 lbs.|"80"""|Orthodox|Oct 14, 1992|7.19|0.52|6.8|0.48|0.98|1.0|0.5|0.0
ee4b670e159f4a33|male|Dorian Price|8|5|0|0.38333333333333336|"6' 3"""|170 lbs.|NaN|Southpaw|Aug 20, 1977|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
0597a4528ebd1307|male|Chris Price|19|4|0|3.475|"6' 2"""|185 lbs.|NaN|Southpaw|Nov 09, 1982|1.44|0.66|2.59|0.48|0.0|0.0|0.33|2.2
6597b611f1c32555|male|Philip Preece|10|14|0|0.0|"5' 8"""|205 lbs.|NaN|Orthodox|NaN|0.8|0.72|0.7|0.63|0.0|0.0|0.0|0.0
e51fcd9cd84c0b93|male|Michel Prazeres|26|4|0|12.238095238095239|"5' 6"""|170 lbs.|"67"""|Orthodox|Jul 25, 1981|2.38|0.47|2.51|0.57|3.94|0.36|0.47|0.6
4f853e98886283cf|male|Carlo Prater|31|18|1|10.161111111111111|"5' 11"""|155 lbs.|"72"""|Switch|Jun 25, 1981|2.03|0.47|4.07|0.35|0.43|0.09|0.57|1.7
b51d0ed3782a1bf5|male|Ricardo Prasel|10|2|0|0.0|"6' 7"""|238 lbs.|"78"""|Orthodox|Jun 02, 1990|2.21|0.57|7.83|0.37|0.0|0.0|0.0|0.0
7f6ef4e1227600bc|male|Wagner Prado|12|3|0|6.2|"6' 0"""|205 lbs.|"74"""|Southpaw|Dec 30, 1986|1.72|0.4|3.06|0.5|0.0|0.0|0.22|0.0
065eb44700e641a4|male|Devin Powell|9|4|0|11.716666666666667|"6' 0"""|155 lbs.|"73"""|Orthodox|Mar 01, 1988|2.88|0.41|3.67|0.51|0.0|0.0|0.0|0.6
6370c1c1e12723d5|male|Marcin Prachnio|15|5|0|6.15|"6' 3"""|205 lbs.|"74"""|Orthodox|Jul 14, 1988|6.28|0.51|4.1|0.57|0.0|0.0|0.0|0.0
f5ff7bcdcfeba3ad|male|Trevor Prangley|34|11|2|12.770833333333332|"6' 1"""|185 lbs.|"75"""|Orthodox|Aug 24, 1972|2.59|0.6|2.02|0.48|3.38|0.55|0.74|1.0
7e208569469c8bc8|male|Ruan Potts|11|6|0|6.638888888888889|"6' 2"""|247 lbs.|"75"""|Orthodox|Feb 23, 1978|0.85|0.37|5.92|0.22|0.75|0.16|0.33|2.3
260bd4cef10b033f|male|Ihor Potieria|19|2|0|0.0|"6' 3"""|205 lbs.|"75"""|Southpaw|May 29, 1996|4.89|0.72|5.7|0.32|0.0|0.0|0.0|0.0
61e47575b24a06bf|male|Dylan Potter|10|6|0|0.0|"6' 2"""|225 lbs.|"77"""|Switch|Jan 14, 1995|3.1|0.48|5.78|0.46|0.0|0.0|0.33|1.1
ac40f7e3cbecdda4|male|Parker Porter|12|6|0|11.488888888888889|"6' 0"""|265 lbs.|"75"""|Orthodox|Apr 22, 1985|8.48|0.51|7.51|0.52|1.42|0.3|0.0|0.7
303e017a9074f3aa|male|Felipe Portela|9|2|0|0.0|NaN|170 lbs.|NaN|NaN|Nov 23, 1987|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
8fc9ae9c7527dfcb|male|Callan Potter|18|9|0|6.072222222222222|"6' 0"""|170 lbs.|"72"""|Orthodox|Jun 09, 1984|3.18|0.5|4.72|0.58|3.29|0.66|1.0|0.0
d3fa5c5955397532|male|Grigory Popov|13|3|0|12.391666666666666|"5' 7"""|135 lbs.|"68"""|Switch|Apr 18, 1984|3.63|0.37|4.2|0.55|0.0|0.0|0.45|0.0
56bf3ed155bd0fcd|male|Alexander Poppeck|9|3|0|0.0|"6' 2"""|205 lbs.|NaN|Orthodox|Apr 06, 1992|4.01|0.57|9.81|0.33|0.0|0.0|0.0|0.0
3bb030257966b022|male|Mike Polchlopek|1|1|0|0.0|"6' 4"""|285 lbs.|NaN|Orthodox|Dec 27, 1965|2.0|0.38|1.33|0.57|0.0|0.0|0.0|0.0
543cd2258f4fa339|male|Brandon Polcare|1|1|0|0.0|NaN|125 lbs.|NaN|NaN|NaN|0.43|0.5|0.0|0.0|0.0|0.0|0.0|0.0
abb68e3c7ca128f2|female|Julia Polastri|8|3|0|0.0|"5' 2"""|125 lbs.|"63"""|Orthodox|Mar 05, 1998|4.33|0.49|4.67|0.57|0.0|0.0|0.42|0.0
6d1bffff14897645|male|Santiago Ponzinibbio|29|5|0|10.464285714285714|"6' 0"""|170 lbs.|"73"""|Orthodox|Sep 26, 1986|4.79|0.4|4.51|0.61|0.51|0.33|0.6|0.0
b18fb36a4aa00093|male|John Polakowski|2|2|0|7.3|"5' 10"""|155 lbs.|NaN|Orthodox|Jun 21, 1981|2.6|0.26|2.83|0.5|0.0|0.0|0.87|0.7
029eaff01e6bb8f0|male|Dustin Poirier|28|7|0|10.183950617283951|"5' 9"""|155 lbs.|"72"""|Southpaw|Jan 19, 1989|5.61|0.5|4.28|0.53|1.44|0.36|0.64|1.2
7215953cd5c6254d|male|Ross Pointon|6|17|0|5.308333333333333|"5' 8"""|170 lbs.|NaN|Orthodox|Feb 18, 1980|2.62|0.23|2.77|0.58|1.19|1.0|0.0|0.0
f41b9f5efc7162d6|male|Jamal Pogues|7|2|0|0.0|"6' 3"""|205 lbs.|"77"""|Orthodox|Dec 01, 1995|3.27|0.74|3.07|0.56|7.0|0.63|1.0|0.0
53278852bcd91e11|male|Igor Pokrajac|28|13|0|9.308974358974359|"6' 0"""|205 lbs.|"74"""|Orthodox|Jan 02, 1979|2.25|0.45|4.26|0.4|0.87|0.29|0.51|0.2
9756095cb76b67c3|male|Dmitry Poberezhets|24|5|1|0.0|"6' 3"""|237 lbs.|NaN|NaN|Jun 11, 1985|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
c549573c0df4d676|female|Maki Pitolo|13|9|0|9.783333333333333|"5' 10"""|185 lbs.|"75"""|Orthodox|Nov 24, 1990|4.1|0.44|3.93|0.55|2.24|0.52|0.5|0.8
8765559b6a29a421|male|Gaetano Pirrello|15|7|1|5.533333333333333|"5' 7"""|135 lbs.|"65"""|Orthodox|Apr 29, 1992|0.99|0.55|2.44|0.42|0.0|0.0|0.3|0.0
a3a542074109b347|female|Luana Pinheiro|10|1|0|9.633333333333333|"5' 2"""|115 lbs.|"62"""|Orthodox|Nov 18, 1992|4.49|0.41|3.4|0.6|4.76|0.77|0.0|0.7
31bbd39c0a075d4e|male|Pingyuan Liu|13|7|0|14.725|"5' 6"""|135 lbs.|"72"""|Orthodox|Feb 13, 1993|2.36|0.33|2.99|0.54|0.25|0.2|0.56|1.0
25af5e832f17b474|male|Jesus Pinedo|16|5|1|15.0|"5' 10"""|155 lbs.|NaN|Southpaw|Jun 22, 1996|3.23|0.38|4.37|0.52|2.5|1.0|1.0|0.0
4bf6b225ff6099c4|male|Domingo Pilarte|8|3|0|10.21111111111111|"6' 0"""|135 lbs.|"73"""|Southpaw|Jan 05, 1990|1.31|0.47|2.96|0.4|1.2|0.42|0.54|0.8
361d49960a196976|male|Daniel Pineda|27|14|0|7.371666666666665|"5' 7"""|145 lbs.|"69"""|Orthodox|Aug 06, 1985|3.35|0.48|2.97|0.45|1.42|0.22|0.42|1.6
0d506315895efffc|male|Sean Pierson|14|6|0|12.950000000000001|"6' 0"""|170 lbs.|"76"""|Southpaw|Mar 10, 1976|3.84|0.39|3.73|0.64|0.39|0.18|0.66|0.4
9a967e8e43dcef63|male|Joao Pierini|4|1|0|1.3166666666666667|"6' 1"""|155 lbs.|NaN|Switch|Dec 11, 1971|0.76|0.14|4.56|0.33|0.0|0.0|0.0|0.0
7826923b47f8d72a|male|Paddy Pimblett|17|3|0|4.416666666666667|"5' 10"""|155 lbs.|"73"""|Orthodox|Jan 03, 1995|10.64|0.58|5.66|0.5|0.0|0.0|0.0|0.0
df7d386a54e07446|male|Nick Piedmont|12|7|1|0.0|"5' 10"""|145 lbs.|NaN|NaN|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
236a37d96d476164|male|Mike Pierce|17|7|0|11.970238095238097|"5' 8"""|170 lbs.|"71"""|Orthodox|Sep 01, 1980|2.62|0.42|2.36|0.62|3.08|0.42|0.71|0.2
1cf7ccf64a5bf24e|male|Oskar Piechota|11|3|1|8.22777777777778|"6' 0"""|185 lbs.|"76"""|Southpaw|Jan 24, 1990|3.3|0.52|3.93|0.51|0.61|0.4|0.38|1.5
830f60497fab345a|female|Jamie Pickett|13|6|0|11.516666666666666|"6' 2"""|185 lbs.|"80"""|Orthodox|Aug 29, 1988|3.02|0.5|4.17|0.46|1.68|0.5|0.68|0.2
c77a953488e5607d|male|Vinc Pichel|14|2|0|11.662962962962963|"5' 10"""|155 lbs.|"72"""|Orthodox|Nov 23, 1982|3.42|0.45|2.49|0.58|3.29|0.54|0.25|0.3
60425d07ef4b91a7|male|Kyler Phillips|10|2|0|12.506666666666666|"5' 8"""|135 lbs.|"72"""|Orthodox|Jun 12, 1995|5.5|0.49|3.43|0.61|3.32|0.5|0.69|0.7
fa399f7f6e17f7f5|male|Adam Piccolotti|9|0|0|0.0|"5' 11"""|155 lbs.|NaN|NaN|Oct 23, 1988|4.61|0.5|2.83|0.71|2.96|0.6|1.0|3.0
c945adc22c2bfe8f|male|Brad Pickett|25|14|0|10.851190476190478|"5' 6"""|135 lbs.|"68"""|Orthodox|Sep 24, 1978|3.02|0.31|4.63|0.55|2.47|0.44|0.58|0.4
7922e8269adcc25a|male|Nick Pica|5|1|0|0.0|"5' 10"""|185 lbs.|NaN|NaN|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
dcbf01d605681ad1|female|Elizabeth Phillips|6|6|0|15.0|"5' 6"""|135 lbs.|"65"""|Orthodox|Aug 20, 1986|2.6|0.33|3.07|0.58|0.75|0.25|0.53|0.2
e9ac7bfb65c25497|male|John Phillips|22|11|0|9.088888888888889|"5' 11"""|185 lbs.|"75"""|Southpaw|Jun 09, 1985|1.72|0.34|4.03|0.49|0.0|0.0|0.07|0.0
34c2b3656f88f7ef|male|Aaron Phillips|12|4|0|12.494444444444445|"5' 9"""|135 lbs.|"71"""|Southpaw|Aug 05, 1989|1.65|0.56|3.44|0.39|0.0|0.0|0.44|0.4
99020eeb8cd5689d|male|Dave Phillips|13|7|0|0.0|"6' 0"""|185 lbs.|NaN|Orthodox|Jan 12, 1980|0.0|0.0|2.0|0.25|0.0|0.0|0.0|10.0
09a82bd51ff61376|male|Wayne Phillips|7|7|0|0.0|NaN|185 lbs.|NaN|NaN|Jun 17, 1983|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
05560764359161e4|male|Constantinos Philippou|13|5|0|11.166666666666666|"5' 11"""|185 lbs.|"73"""|Orthodox|Nov 29, 1979|2.19|0.35|2.73|0.54|0.4|0.42|0.65|0.3
5904b0b38dc6718d|male|Cody Pfister|13|6|1|10.625|"5' 10"""|155 lbs.|"73"""|Orthodox|Jul 12, 1990|1.41|0.25|2.8|0.51|2.82|0.3|0.0|0.0
80dbeb1dd5b53e64|male|Nam Phan|21|17|0|15.0|"5' 6"""|135 lbs.|"70"""|Orthodox|Mar 13, 1983|4.52|0.37|6.55|0.59|0.18|0.18|0.6|0.2
cbb682f5fcc44bfc|male|Anthony Pettis|24|10|0|11.591666666666667|"5' 10"""|155 lbs.|"72"""|Orthodox|Jan 27, 1987|3.05|0.47|3.44|0.54|0.61|0.5|0.6|1.1
81b57acd6975ac06|male|Dino Pezao|1|3|0|0.0|NaN|205 lbs.|NaN|Orthodox|NaN|0.66|0.3|3.28|0.31|0.0|0.0|0.0|0.0
e86bc32f5997a8f7|male|Forrest Petz|26|10|0|11.583333333333334|"5' 9"""|170 lbs.|"71"""|Orthodox|Sep 22, 1975|2.27|0.29|2.2|0.57|1.3|1.0|0.66|0.0
de75d1c45a39e221|male|Sergio Pettis|18|5|0|15.086904761904762|"5' 6"""|125 lbs.|"69"""|Orthodox|Aug 18, 1993|3.88|0.37|2.91|0.65|0.85|0.4|0.67|0.4
7ea5d60d2e6a8ad0|male|Peter Petties|5|3|0|0.0|"5' 11"""|145 lbs.|"72"""|Southpaw|Dec 20, 1990|2.61|0.29|8.24|0.48|0.0|0.0|0.0|0.0
93b9496275bbbf80|male|Seth Petruzelli|14|8|0|8.125|"6' 0"""|205 lbs.|"76"""|Orthodox|Dec 03, 1979|2.17|0.41|2.08|0.55|0.46|0.5|0.47|2.3
5f61780fe5e9b6d0|male|Andre Petroski|7|2|0|13.983333333333333|"6' 0"""|185 lbs.|"73"""|Switch|Jun 12, 1991|4.22|0.64|2.0|0.52|4.29|0.47|0.0|3.8
b93c06d09d1c4ac0|male|Steven Peterson|19|10|0|13.788095238095238|"5' 10"""|145 lbs.|"70"""|Orthodox|May 29, 1990|5.17|0.41|5.97|0.53|1.61|0.29|0.64|0.8
369ea36e450ae62a|male|Armen Petrosyan|6|1|0|0.0|"6' 3"""|185 lbs.|"71"""|Orthodox|Nov 02, 1990|4.49|0.57|1.12|0.54|0.0|0.0|0.4|0.0
5df10509264586e5|male|Cory Peterson|2|1|0|0.0|"6' 11"""|400 lbs.|NaN|Orthodox|NaN|2.17|0.6|6.51|0.4|0.0|0.0|0.0|0.0
7aabd61419f747d1|male|Tommy Petersen|2|3|0|0.0|NaN|155 lbs.|NaN|NaN|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
f3743d8ef5dde970|female|Leiticia Pestova|0|2|0|0.0|"5' 6"""|135 lbs.|NaN|Orthodox|Jan 15, 1984|0.0|0.0|24.62|0.44|0.0|0.0|0.0|0.0
c61f66d8c3fd5f07|male|Tony Petarra|2|3|1|2.8833333333333333|"5' 11"""|196 lbs.|NaN|Orthodox|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
202b0467521c9d6f|male|Viktor Pesta|10|4|0|10.016666666666667|"6' 3"""|240 lbs.|"77"""|Orthodox|Jul 15, 1990|1.58|0.36|2.54|0.56|3.29|0.28|1.0|0.0
41f90012b86a11bf|male|Raphael Pessoa|10|2|0|8.933333333333334|"6' 3"""|262 lbs.|"78"""|Orthodox|Mar 09, 1989|2.16|0.26|3.43|0.42|0.0|0.0|1.0|0.0
f2b6fdb20675b11c|male|Mike Perry|14|8|0|11.131111111111109|"5' 10"""|170 lbs.|"71"""|Orthodox|Sep 15, 1991|4.32|0.47|5.16|0.52|0.81|0.4|0.78|0.2
01fed6f61ebea01f|male|Jay Perrin|5|4|0|0.0|"5' 7"""|135 lbs.|"69"""|Switch|Jun 15, 1993|2.87|0.44|2.6|0.47|4.0|0.8|0.8|0.0
c1a5d3843596df92|male|Thiago Perpetuo|9|4|1|5.316666666666666|"5' 10"""|170 lbs.|NaN|Orthodox|Dec 14, 1987|5.39|0.69|3.51|0.51|2.82|0.5|0.66|0.0
575360be653ad6a6|male|Hernani Perpetuo|18|5|0|15.0|"6' 0"""|170 lbs.|NaN|Orthodox|May 24, 1985|2.73|0.29|4.37|0.55|0.0|0.0|0.37|0.5
4b4753d19489297f|male|Anthony Perosh|15|10|0|5.547222222222222|"6' 3"""|205 lbs.|"75"""|Orthodox|Oct 05, 1972|2.27|0.43|3.77|0.53|2.03|0.22|0.33|1.1
2ac4628c08ec5125|male|Markus Perez|12|5|0|10.564285714285715|"6' 1"""|185 lbs.|"73"""|Orthodox|Jun 22, 1988|2.6|0.47|3.72|0.52|0.81|0.25|0.77|1.0
89578ae236ee04e9|male|Jose Perez|1|0|0|0.0|NaN|NaN|NaN|NaN|NaN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ab2b4ff41d6ebe0f|male|Alex Perez|24|6|0|6.697916666666666|"5' 6"""|125 lbs.|"65"""|Orthodox|Mar 21, 1992|4.62|0.47|3.08|0.61|2.92|0.45|0.87|1.3
96c336b463e0662c|male|Frankie Perez|10|4|0|10.7|"5' 11"""|155 lbs.|"73"""|Orthodox|May 11, 1989|1.64|0.41|2.17|0.54|1.75|0.41|0.5|0.3
af62f99eb7606308|male|Erik Perez|17|6|0|10.031481481481482|"5' 8"""|135 lbs.|"68"""|Orthodox|Nov 19, 1989|3.16|0.4|2.09|0.66|3.16|0.55|0.69|0.2
eee8efec7b951d84|male|Philip Perez|7|5|1|0.0|"5' 5"""|155 lbs.|NaN|Southpaw|NaN|1.36|1.0|0.68|0.66|10.23|1.0|0.0|10.2
4a9e305633f3ef47|male|Rolando Perez|7|5|2|0.0|"5' 8"""|135 lbs.|NaN|Orthodox|NaN|4.23|0.36|4.83|0.63|0.0|0.0|1.0|0.0
44f46b0592ca0814|male|Daniel Pereira|9|2|0|0.0|"5' 10"""|185 lbs.|NaN|NaN|Dec 13, 1990|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
80daefbed11ce998|male|Alejandro Perez|23|8|1|10.322222222222221|"5' 6"""|135 lbs.|"65"""|Orthodox|Sep 02, 1989|3.45|0.35|2.97|0.63|0.61|0.23|0.7|0.4
e5549c82bfb5582d|male|Alex Pereira|4|1|0|5.3|"6' 4"""|185 lbs.|"79"""|Orthodox|Jul 07, 1987|2.08|0.61|0.57|0.72|0.0|0.0|0.71|0.0
595db60957de51d3|male|Michel Pereira|27|11|0|12.79761904761905|"6' 1"""|170 lbs.|"73"""|Orthodox|Oct 06, 1993|4.71|0.55|3.24|0.6|1.84|0.55|1.0|0.7
d50382dc0565a9e1|female|Viviane Pereira|13|2|0|15.0|"5' 1"""|115 lbs.|"63"""|Orthodox|Aug 28, 1993|2.7|0.3|4.48|0.58|0.25|1.0|0.28|0.2
960d6cae8879ba2b|male|Robert Peralta|18|8|0|10.866666666666667|"5' 8"""|145 lbs.|"71"""|Orthodox|Mar 14, 1986|3.76|0.44|2.97|0.53|0.59|0.66|0.65|0.0
fa37628269132d1a|male|Godofredo Pepey|13|6|0|7.403030303030303|"5' 7"""|145 lbs.|"73"""|Orthodox|Jul 02, 1987|2.32|0.38|3.23|0.47|0.37|0.07|0.35|1.5
9a70f67ad2187fa3|male|Ray Perales|13|22|0|0.0|"5' 10"""|170 lbs.|NaN|Orthodox|NaN|0.18|0.25|2.39|0.32|0.0|0.0|0.33|0.0
a2ac473d74eb157c|male|Jerron Peoples|4|3|0|0.0|"6' 0"""|170 lbs.|NaN|NaN|May 04, 1982|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
